Date,Company,Industry,Close,Volume
01-01-2014 00:00,RELIANCE,Oil and Gas,406.3294677734375,2924699
02-01-2014 00:00,RELIANCE,Oil and Gas,400.02056884765625,3011816
03-01-2014 00:00,RELIANCE,Oil and Gas,395.10601806640625,6416948
06-01-2014 00:00,RELIANCE,Oil and Gas,390.8543701171875,6657928
07-01-2014 00:00,RELIANCE,Oil and Gas,384.97979736328125,8655735
08-01-2014 00:00,RELIANCE,Oil and Gas,388.1571044921875,6363215
09-01-2014 00:00,RELIANCE,Oil and Gas,388.9114074707031,4154592
10-01-2014 00:00,RELIANCE,Oil and Gas,392.31732177734375,7419990
13-01-2014 00:00,RELIANCE,Oil and Gas,402.4892578125,6029293
14-01-2014 00:00,RELIANCE,Oil and Gas,402.9921569824219,6037773
15-01-2014 00:00,RELIANCE,Oil and Gas,404.7979431152344,6330212
16-01-2014 00:00,RELIANCE,Oil and Gas,405.11798095703125,9019180
17-01-2014 00:00,RELIANCE,Oil and Gas,404.4779357910156,7731605
20-01-2014 00:00,RELIANCE,Oil and Gas,397.6204528808594,8288028
21-01-2014 00:00,RELIANCE,Oil and Gas,394.55743408203125,4903182
22-01-2014 00:00,RELIANCE,Oil and Gas,398.85479736328125,4258863
23-01-2014 00:00,RELIANCE,Oil and Gas,395.81463623046875,6883667
24-01-2014 00:00,RELIANCE,Oil and Gas,396.660400390625,5939509
27-01-2014 00:00,RELIANCE,Oil and Gas,385.4598083496094,6172919
28-01-2014 00:00,RELIANCE,Oil and Gas,386.23699951171875,5786897
29-01-2014 00:00,RELIANCE,Oil and Gas,382.4653625488281,6187082
30-01-2014 00:00,RELIANCE,Oil and Gas,377.1622314453125,7051021
31-01-2014 00:00,RELIANCE,Oil and Gas,379.97381591796875,5519176
03-02-2014 00:00,RELIANCE,Oil and Gas,375.2878723144531,4113881
04-02-2014 00:00,RELIANCE,Oil and Gas,375.58502197265625,6181126
05-02-2014 00:00,RELIANCE,Oil and Gas,373.61920166015625,5649225
06-02-2014 00:00,RELIANCE,Oil and Gas,372.97918701171875,5413252
07-02-2014 00:00,RELIANCE,Oil and Gas,372.3391418457031,4229526
10-02-2014 00:00,RELIANCE,Oil and Gas,375.76788330078125,5172602
11-02-2014 00:00,RELIANCE,Oil and Gas,368.1332092285156,6304584
12-02-2014 00:00,RELIANCE,Oil and Gas,373.9163513183594,4914445
13-02-2014 00:00,RELIANCE,Oil and Gas,369.1161193847656,4328651
