Date,Infosys,TCS,Wipro,HCLTech,TechMahindra,LTIinfotech,PersistentSystems,TanlaPlatforms,TataElxsi,Coforge,HDFCBank,ICICIBank,AxisBank,KotakMahindraBank,StateBankofIndia,BajajFinance,IndusIndBank,BajajFinserv,HDFCLife,SBILife,SunPharma,DrReddy,Cipla,ApolloHospitals,DivisLaboratories,ZydusLifesciences,TorrentPharmaceuticals,Lupin,MaxHealthcare,AurobindoPharma,HindustanUnilever,NestleIndia,BritanniaIndustries,Godrej,Dabur,VarunBeverages,ColgatePalmoliveIndia,ProcterGambleIndia,HatsunAgroProducts,Emami,IOC,ONGC,BPCL,GAIL,AdaniGas,Reliance,HindustanPetroleum,OilIndia,PetronetLNG,GujaratGas
11/6/2015 15:30:00,569.15,1252.88,213.73,442.73,533.45,,658.55,30.5,877.78,,540.45,242.82,465.15,656.5,243,529.74,920.95,395.61,,,803.4,3630.65,658.15,1345.85,1121.35,411.3,773.8,1857.85,,814.1,,,,,,,,,,,68.63,167.63,302.02,54.03,75.45,471.73,169.77,184.58,102.25,102.86
11/13/2015 15:30:00,550.4,1198.7,206.81,421.7,520.05,,652.95,33.8,882.75,,526.03,237.95,484.95,669.6,240.25,531.07,892.25,385.47,,,740.6,3389.6,617.9,1249,1145.35,412.3,773.58,1777.8,,829.15,,,,,,,,,,,67.97,152.6,305.37,52.88,78.2,462.14,177.93,181.45,110.13,102.48
11/20/2015 15:30:00,526.2,1199.18,213.64,433.28,534.9,,662,37.65,881.03,,535.42,240.86,459.85,682.3,242.95,544.83,921.85,386.94,,,725.85,3353.1,646.85,1331.7,1149.05,417.4,767.2,1814.5,,831.85,,,,,,,,,,,68.58,156.03,300.45,65.54,82.25,468.98,180.5,189.3,115.48,111.62
11/27/2015 15:30:00,533.17,1176.68,213.73,436.28,534.3,,679.5,40.65,980.53,,539.7,245.5,471,698.75,249.7,557.93,923.35,393.7,,,739.85,3099.3,643.65,1332.3,1145.75,411.15,761.23,1812.7,,817,,,,,,,,,,,69.91,156.93,302.17,69.07,79,484.93,182.5,197.25,122.18,111.05
12/4/2015 15:30:00,524.53,1164.2,213.49,418,536.35,,663.15,48.05,988.08,,529.45,237.68,460.5,664.65,241.1,544.71,942.95,401.93,,,755.4,3195.5,645.8,1362.2,1129.85,393.2,744.75,1804.75,,806.9,,,,,,,,,,,71.38,151.47,297.63,66.76,72.85,478.19,183.5,186.9,121.5,109.82
12/11/2015 15:30:00,526.4,1193,212.21,420.3,536.95,,670.5,45.35,994.75,,523.17,226.64,440.65,667.7,227.3,552.46,916.15,380.13,,,757.8,2969,639.25,1381.15,1125.9,388.8,716.55,1740.15,,809.1,,,,,,,,,,,69.23,143.57,300.25,63.51,80.1,472,184.6,187.58,121.65,118.1
12/18/2015 15:30:00,541.58,1208.4,207.83,423.08,523.25,,664.3,47.65,1098.28,,536.5,227.36,432.55,702.45,226.5,581.38,935.05,384.21,,,790.15,2974.2,642.1,1445.9,1148.1,391.1,723.08,1784.4,,830.85,,,,,,,,,,,70.93,148.83,301.37,63.68,84.25,491.29,187.92,193.78,120.23,120.06
12/24/2015 15:30:00,548.17,1217.13,208.95,430.15,516.95,,650.45,50,1133.93,,537,234.5,450.75,701.35,228.3,590.09,945.4,385.36,,,790.85,3010,648.2,1436.85,1166.65,390.05,727.73,1803.9,,871.5,,,,,,,,,,,72.27,155.9,298.68,67.91,90.1,495.58,189.74,194.53,129.5,125.74
1/1/2016 15:30:00,552.63,1208.2,208.67,422.93,520.05,,649.1,48.3,1125.38,,544.38,239.09,449.9,727.25,227.8,609.59,963.85,396.76,,,815.55,3108.6,655.35,1460.8,1162.5,332.7,739.45,1845.25,,881.4,,,,,,,,,,,72.21,161.67,301.18,69.33,82,502.91,197.23,196.93,132.03,128.83
1/8/2016 15:30:00,531.65,1198.8,208.43,414.18,522.15,,629.75,46.35,1026.13,,531.17,222.77,413.7,695.1,208.95,631.45,947.05,400.08,,,794.15,3010.7,622.35,1404.55,1129.7,310.3,720.3,1712.85,,844.65,,,,,,,,,,,74.47,153.43,310.85,69.97,74.4,508.06,196.97,177.58,126.25,112.41
1/15/2016 15:30:00,569.95,1130.55,203.66,419.03,520.55,,617.65,36.2,891.45,,521.08,204.05,374.25,675.6,184.3,597.53,921.55,381.1,,,787.1,2935.9,609.1,1364.25,1077.1,308.5,661.9,1701.1,,814.75,,,,,,,,,,,71.11,146.3,294.42,62.97,73.75,531.61,177.43,172,125.6,110.52
1/22/2016 15:30:00,568.13,1147.88,206.29,419.63,514.25,,588.7,34.15,879.15,,515.15,211.59,424.15,683.05,184.6,582.07,898,378.36,,,789.2,2882.35,581.9,1402.15,1081.85,300.95,695.65,1721.25,,811.1,,,,,,,,,,,67.73,144.17,297.72,68.8,72.85,497.36,181.32,175.78,122.8,114.46
1/29/2016 15:30:00,582.45,1195.65,211.05,432.88,501.4,,662.9,42.9,1041.3,,524.92,209.23,408.4,683.6,179.9,592.84,928.8,372.33,,,872.95,3105.4,585.1,1473,1140.95,304.2,699.43,1710.75,,834.25,,,,,,,,,,,67.05,150.83,281,69.11,73.7,512.84,166.3,170.75,131.95,107.92
2/5/2016 15:30:00,587.35,1210.97,209.21,434.83,475.1,,641.3,36.05,1059.3,,527.63,190.36,399.55,692,168.2,669.84,911.85,381.72,,,857.55,3109.1,570.15,1455.95,1110.45,326.45,687.15,1802.85,,763.2,,,,,,,,,,,65.76,146.63,255.28,64.23,62.95,480.89,147.79,157.5,120.75,106.56
2/12/2016 15:30:00,,,,,429.5,,585.25,29.55,888.6,,,174.5,,,154.45,597.7,812.35,,,,842.4,2844,,1425,,305.1,613.5,1755,,,,,,,,,,,,,61.33,140.77,254.9,60.82,60.5,448.18,146.97,160.8,122.03,98.36
2/19/2016 15:30:00,563.63,1113.15,195,425.78,440.5,,651.25,30.6,947.58,,494.65,180.73,392.5,631.2,164.7,604.81,841.5,334.62,,,864.2,3058.8,524.65,1428.7,995.65,327.35,667.4,1788.95,,655.55,,,,,,,,,,,62.21,144.03,271.73,61.1,63.2,467.74,166.26,159.45,116.43,100.13
2/26/2016 15:30:00,560.58,1159.83,205.26,412.33,417.75,,620.15,27.8,841.18,,480.5,168,386.35,615.75,155.9,580.85,816.35,320.33,,,871.9,2994.05,524,1433.6,934.05,320.35,632.48,1726.75,,615.85,,,,,,,,,,,60.72,133.8,267.88,57.02,65.45,470.71,161.9,154.5,122.05,101.74
3/4/2016 15:30:00,585.33,1105.25,198.94,417.7,451.25,,605.75,32.1,937.43,,510.28,200.45,416.05,665.65,188.4,633.46,915.9,334.1,,,856.8,3252.75,537.7,1410.1,1010.65,337.95,664.38,1780.2,,701.25,,,,,,,,,,,64.83,136.73,285.63,63.94,68.9,498.47,166.12,155.45,125.4,104.04
3/11/2016 15:30:00,571.5,1178.78,201.36,411.53,458.05,,599.4,38.9,975.6,,514.35,194.41,412.8,642.65,180.1,640.04,926.7,329.2,,,868.2,3210.85,534.6,1414.8,1004.3,344.65,643.95,1856.15,,732.45,,,,,,,,,,,64.32,143.07,289.5,63.65,71.2,502.49,166.33,156.68,124.05,105.62
3/18/2016 15:30:00,596.7,1182.63,202.13,412.08,492.45,,672.15,36.95,959.13,,514.2,209.27,436.1,658.8,191.25,663.24,929,329.88,,,816,3171.3,528.25,1396.4,983.85,341.35,656.38,1554.4,,720.9,,,,,,,,,,,65.18,143.07,295.75,68.32,76.1,508.78,176.41,158.55,125.4,108.07
3/23/2016 15:30:00,603.9,1212.93,206.72,408.85,479.9,,727.05,36.4,967,,524.67,212.91,437.5,659.95,196.6,687.42,928.05,344.96,,,846.2,3047.9,532.8,1392.15,969.4,320.25,699,1524.15,,752.4,,,,,,,,,,,65.52,139.2,299.88,66.77,78.25,509.77,181.36,158.15,123.48,106.88
4/1/2016 15:30:00,602.73,1236.9,208.41,410.2,463.1,,741.1,38.5,952.28,,532.23,216.64,449.9,679.9,195.65,687.75,961.3,349.35,,,815.1,2979.95,514.55,1348.95,1008.55,320.85,681.05,1464.85,,729.9,,,,,,,,,,,65.51,137.43,308.55,65.19,80.55,512.37,188.97,158.57,120.03,110
4/8/2016 15:30:00,582.88,1226.95,210.81,416.55,455.85,,728.5,40.35,930.98,,529.67,201.14,421.6,665.35,183.1,713.35,937,349.98,,,811.75,3039.15,504.45,1370.65,1013.45,321.6,718.38,1540.1,,758.05,,,,,,,,,,,68.78,142.23,321.97,65.13,82.05,513.31,189.28,159.82,129.75,106.77
4/13/2016 15:30:00,586.35,1216.03,206.08,418.78,471.4,,724.35,40.3,970.53,,540.88,218.77,440.5,692.35,191.9,743.04,986.4,364.24,,,833.05,3099.5,511.9,1348.1,1023.05,320.2,735.63,1548.9,,785.1,,,,,,,,,,,69.4,144.07,326,69.29,86.7,528.02,185.28,158.5,131.45,107.16
4/22/2016 15:30:00,605.63,1263.1,219.34,422.58,479.9,,745.35,39.7,976.9,,546.08,229.09,475.85,676.1,200.15,697.12,981.5,369.5,,,820.2,3141.95,531.35,1358.35,1069.45,335.7,730.23,1558,,779.2,,,,,,,,,,,71.42,144.83,313.07,68.76,76.75,514.6,186.72,166.03,131.78,104.76
4/29/2016 15:30:00,604.05,1208.53,209.23,375.15,486.15,,742.55,37.7,954.7,,566.17,215.41,472.4,717.15,189,682.91,1048.85,375.07,,,811.3,3088.7,537,1312.15,1051.1,327.6,715.13,1607.25,,759.95,,,,,,,,,,,72.21,138.97,309.27,67.57,73.35,486.74,184.96,164.3,139.88,103.98
5/6/2016 15:30:00,590.75,1267.75,207.88,361.3,473.05,,725.3,39.15,917.85,,559.83,198.73,461.45,702.95,184.35,726.45,1042.2,374.63,,,804.4,2866.3,537.35,1332.6,1022.2,317.95,696.58,1586.85,,799.8,,,,,,,,,,,69.33,135.83,306.83,71.97,68.9,479.93,184.93,164.3,139.28,100.31
5/13/2016 15:30:00,603.63,1236.7,199.91,361.58,479.8,,736.6,35.8,952.08,,570.45,205.91,490.65,708.25,184.85,762.62,1065.2,373.45,,,795.05,2917.2,531.7,1323.55,1078.6,326.55,695.85,1588.7,,784.25,,,,,,,,,,,69.07,142.07,337.33,71.18,73.35,484.48,207.03,169.58,132.15,103.04
5/20/2016 15:30:00,600.8,1261.7,202.37,368.33,475.85,,724.85,37.45,922.48,,570.45,200.09,490.6,702.15,171.35,777.05,1070.45,360.96,,,791.35,3033.8,507.1,1329.2,1043.25,321.55,662.53,1504.8,,770.1,,,,,,,,,,,68.25,142,337.5,69.67,72.05,462.71,207.57,174.35,136.57,105.58
5/27/2016 15:30:00,623.75,1264.65,203.78,378.8,535.9,,733.5,32.9,923.55,,593.4,221.05,512.4,742.55,195.9,766.79,1104.1,367.14,,,824.95,3116.05,473.45,1348.2,1084.65,327.2,689.25,1480.1,,763.1,,,,,,,,,,,68.83,141.23,328.95,71.12,74.65,482.77,198.47,175.58,134.45,103.64
6/3/2016 15:30:00,633.45,1286.33,204.53,360.95,551.7,,729.3,32.75,895.93,,585.88,221.59,542.65,769.3,196.6,789.96,1123.95,371.16,,,737.35,3160.1,465.2,1366.5,1140.75,319.55,690.9,1450.1,,789.8,,,,,,,,,,,70.67,145.47,334.98,69.42,78.8,475.32,204.76,178.98,138,103.49
6/10/2016 15:30:00,590.3,1314.78,202.8,375.53,537.55,,710.2,33.7,897.88,,580.67,229.64,541.05,750.7,205.95,759.57,1109.9,362.43,,,741.4,3065.8,476.45,1355.3,1123.3,317.8,675.25,1437.45,,743.1,,,,,,,,,,,68.34,140.5,337.82,69.18,74.2,483.76,207.89,174.93,143.13,103.54
6/17/2016 15:30:00,589.75,1277.88,204.51,376.83,535.25,,685.35,35.35,886.63,,585,216.77,526.9,751.1,213.45,753.02,1099.2,411.23,,,743.2,3002.95,486.45,1294.95,1113.15,313.4,673.8,1464,,727.8,,,,,,,,,,,68.86,139.6,363.98,72.61,84.65,482.87,226.96,174.13,145.28,109.6
6/24/2016 15:30:00,597.28,1301.3,207.02,370.93,507.05,,711.8,35.85,855.63,,580.95,209.95,510.5,733.9,211.25,758.81,1095.8,415.53,,,754.75,3153.25,476.55,1306.05,1100,312.2,661,1462.9,,700.9,,,,,,,,,,,69.84,150,371.57,70.72,81.95,471.26,228.68,181.78,149.28,112.3
7/1/2016 15:30:00,586.2,1286.97,208.18,365.85,511.4,,689.65,37.95,874.98,,587.25,218.5,542.9,753.4,219.6,816.72,1123.35,470.96,,,763.35,3484.1,508.6,1329.85,1133.6,328.25,696.85,1552.85,,746.25,,,,,,,,,,,79.05,148.87,369.83,74.13,80.9,482.15,237.4,180.33,146.07,110.22
7/8/2016 15:30:00,579.1,1250.43,209.59,360.93,502.95,,678.9,36.7,866.18,,587.42,219.95,546.45,743.45,218.3,820.78,1126.7,461.21,,,777.5,3561.25,520.3,1370.2,1121.8,360.3,710.18,1639.15,,778.95,,,,,,,,,,,78.07,153.5,388.8,70.41,81.6,484.61,260.07,187.23,145.32,112.1
7/15/2016 15:30:00,536.28,1213.3,210.62,358.75,504.05,,655.55,35.9,814.43,,611.85,241.59,565.05,772.15,231.5,870.01,1126.8,486.04,,,770.4,3588,516.4,1379.45,1152.45,365.8,706.58,1670.15,,761.5,,,,,,,,,,,79.72,148.3,395.1,73.83,80.65,501.35,280.38,187.48,147.53,118.36
7/22/2016 15:30:00,536.23,1222.68,207.94,364.6,504.9,,659.55,35,831.9,,615.4,239.5,537.7,760.05,223.5,883.78,1138.85,519.97,,,786.6,3599.85,520.4,1334.2,1204.65,371.85,729.83,1701.25,,798.55,,,,,,,,,,,87.05,146.73,391.03,74.02,77.25,502.66,279.49,184.28,149,124.9
7/29/2016 15:30:00,536.92,1257.55,201.66,376.48,487.95,,686.4,36.35,825.48,,623.1,239,546.15,763.5,229.4,1037.27,1175.65,544.78,,,829.95,2935.35,527.4,1361.9,1198.5,366.9,720.23,1739.85,,791.45,,,,,,,,,,,90.73,150.63,386.63,71.58,75,502.68,266.34,187.48,155.25,123.7
8/5/2016 15:30:00,534,1309.65,204.39,410.88,495.05,,675.4,35.2,821.13,,624.63,223.59,567.25,774.35,232.75,1009.47,1184.6,533.94,,,841.9,3008.7,533.25,1362.45,1184.15,376.6,759.8,1674.65,,769.95,,,,,,,,,,,95.99,155.73,395.47,71.73,76.95,503.35,275.49,184.45,157.07,135.49
8/12/2016 15:30:00,531.28,1324.55,205.2,407.1,493.35,,681.4,33.9,826.75,,614.35,223.59,591,762.9,243.3,1015.44,1173.8,554.17,,,800.55,3011.15,515.95,1415.7,1194.05,369.5,743.45,1581.95,,747.45,,,,,,,,,,,89.7,161.07,397.17,70.15,72.25,513.04,262.3,187.48,171.85,125.73
8/19/2016 15:30:00,510.65,1369.23,203.91,390.93,473.2,,646.9,32.6,808.98,,623.55,230.82,588.55,778.75,258.5,1018.31,1188.15,539.78,,,783.8,3010.15,556.8,1392.85,1300,373.05,775.6,1576.05,,765.05,,,,,,,,,,,94.37,158.93,391.17,68.22,71.1,502.68,273.7,192.35,168.6,128.26
8/26/2016 15:30:00,510.13,1301.75,195.04,389.38,459.95,,630.95,32.15,804.95,,628.55,223,586.4,780.8,246.6,1048.09,1163.55,561.6,,,755.25,3040.4,567.25,1352,1331.75,382,807.75,1512.1,,789.95,,,,,,,,,,,95.59,159.17,392.37,70.99,73.45,509.12,277.93,192.9,176.7,125.77
9/2/2016 15:30:00,515.92,1262.47,183.75,392.28,471.85,,618.5,31.8,784.28,,642.55,237.55,599.2,813.6,254.6,1113.98,1192.15,610.5,,,782.35,3123.05,577.95,1374.25,1314.75,384.55,805.23,1518.05,,779.6,,,,,,,,,,,95.58,169.97,385.3,74.2,69.1,501.92,266.9,200.3,174.83,127.33
9/9/2016 15:30:00,517.75,1257.4,181.35,390.28,458.3,,616.3,36.6,766.23,,645.2,249.18,613.1,818.85,264.1,1153.55,1217.65,606.88,,,797.45,3193.3,580.5,1353.1,1324.15,389.85,831.55,1569.55,,802.35,,,,,,,,,,,93.94,166.87,403.1,74.06,71.6,517.37,278.93,201.6,166.75,121.47
9/16/2016 15:30:00,530.08,1176.22,180.24,393.18,465.3,,612.6,36.95,775.7,,648.92,243.05,602.2,806.6,254.3,1087.85,1169.65,579.01,,,783.8,3150.15,593.55,1305.5,1342.6,388.2,797.98,1537.35,,785.15,,,,,,,,,,,95.03,173.7,408.4,72.83,65.7,532.73,282.63,201.88,172,114.87
9/23/2016 15:30:00,521.28,1180.85,179.78,398.63,454.6,,595.45,38.8,765.08,,656.35,246.59,557.45,796.15,254.55,1126.5,1220.8,658.93,,,780.05,3182.2,611.55,1339.25,1334.95,394.8,820.43,1489.45,,841.15,,,,,,,,,,,97.22,171.1,442.37,72.39,67.85,546.22,295.77,200.05,172.7,118.04
9/30/2016 15:30:00,518.03,1199.05,180.08,399.95,419.85,,640.1,34.15,696.13,,636.42,229.23,541.35,777,251.25,1055.9,1195.95,613.91,,,742.7,3107.4,580.05,1313.4,1290.8,387.8,811.78,1486.25,,855.45,,,,,,,,,,,97.08,178.23,444.57,70.25,67.6,536.76,292.17,207.68,186.55,114.78
10/7/2016 15:30:00,506.28,1215.4,179.61,403.28,419.75,,674.9,35.6,672.35,,640.3,227.82,533.85,782.65,258.7,1082.5,1220.85,629.97,,,751.2,3054.3,570.05,1319.6,1271.65,389.85,815.33,1500.15,,855.8,,,,,,,,,,,106.82,184.7,445.5,77.63,71.4,549.29,299.73,208.95,200.33,116.29
10/14/2016 15:30:00,513.58,1183.9,178.86,406.35,419.1,,686.65,35.95,660.1,,630.9,219.77,520.65,781.75,252.1,1061.3,1218.65,634.99,,,745.5,3031.25,587,1327.45,1234.6,392,818.75,1464.7,,823.55,,,,,,,,,,,107.17,186.53,446.03,80.7,66.9,533.77,310.93,207.2,194.55,114.6
10/21/2016 15:30:00,519.15,1183.1,178.13,415.88,434.1,,676.5,44.8,671.23,,635.35,252.18,526.1,781.5,258.5,1134.3,1224.3,655.08,,,747.75,3113.6,583.25,1370.15,1274.5,391.6,791.38,1500.1,,822.8,,,,,,,,,,,108.1,191.27,429,82.49,62.4,527.1,290.1,208,194.4,110.07
10/28/2016 15:30:00,498.75,1214.33,187.2,381.58,435.65,,644.8,41.45,647.42,,629.53,251.68,486.9,819.35,258,1072.55,1199.8,676.64,,,743.4,3363.45,575.15,1340,1279.9,422.95,707.63,1488.35,,811.8,,,,,,,,,,,107.83,179.67,433.07,81.26,63.95,522.52,299.2,201.3,180.2,110.17
11/4/2016 15:30:00,485.5,1199.35,173.29,397.38,430.05,,648.95,37.85,621.23,,621.85,245.27,478.7,799.65,242.85,993.15,1219.2,639.34,,,651.5,3079.7,544.7,1285.6,1253.95,390,647.42,1420.9,,728.1,,,,,,,,,,,102,182.3,428.37,79.5,64.35,498.05,306.8,203.75,180.43,105.21
11/11/2016 15:30:00,460.78,1165.28,169.69,382.05,429.4,,640.05,38,569.9,,637.9,251.27,498.75,815.6,273,858.1,1192.35,604.37,,,688,3256.25,547.95,1265.75,1221.05,380.25,652.3,1458.8,,772.2,801.75,625.53,1539.68,387.05,280.45,65.28,949.05,6898.15,246.88,550.13,103.42,183.4,426.27,82.17,63.55,496.17,308.03,209.28,188.13,106.29
11/18/2016 15:30:00,460,1050.58,165.88,381.93,445.3,,598.75,36.35,533.8,,605.7,240.55,473.45,779.25,275.8,878.4,1101.65,588.64,,,688.85,3214.85,550.95,1196.25,1184.2,372.5,655.03,1417.75,,722.4,802.85,588.17,1451.3,381.2,278.45,65.26,917.4,6528.3,250.18,540.25,100.23,184.97,405.43,80.06,68.05,489.11,290.77,218.43,186.03,107
11/25/2016 15:30:00,488.75,1062.55,163.93,400.98,487.25,,603.3,42,621.63,,594.65,236.45,471.2,752.15,260.95,877.9,1073.35,594.03,,,714.15,3168.45,565.05,1202.8,1155.05,405.2,683.1,1508.65,,740.65,833.6,615.92,1481,367.9,275.4,64.66,924.15,6524.6,248.08,537.85,98.83,194.17,423.1,78.22,71.4,492.18,302.87,213.28,189.15,110.6
12/2/2016 15:30:00,482.25,1150.18,174.28,396.8,473.4,,596.65,43.65,656.9,,594.55,235.91,459.95,723.55,254.1,886.5,1056.5,595.53,,,720.35,3180.5,571.2,1197.95,1135.85,395.8,673.18,1489.1,,719.55,831.45,623.1,1488.4,376.1,283.95,64.01,927.4,6600.85,250.73,515.13,98.32,204.53,407.4,81.17,73.55,492.7,283.93,221.33,193.38,110.59
12/9/2016 15:30:00,494.68,1110.93,172.65,401.65,471.7,,600.65,59.75,712.68,,599.15,244.05,456.4,745.25,266.65,896.35,1112.85,599.43,,,673,3186.4,578.9,1225.1,1161.5,391.4,669.68,1511.55,,723.9,845.05,635.24,1512.68,417.5,279.45,61.51,920.25,6717.4,250.77,519.05,100.87,201.7,407.27,80.5,71.35,509.64,280.37,220.03,187.83,103.36
12/16/2016 15:30:00,502.58,1097.63,171.79,410.3,477.15,,614.4,57.15,723.08,,591.15,232.36,472.8,719.1,264.75,850.8,1082.7,565.96,,,647.35,3107.8,566.2,1215.85,1151.6,376.2,652.8,1469.4,,690.65,816.95,611.52,1447.65,410.75,271.15,61.18,910.2,6836.75,254.18,510.45,98.78,192.95,423.67,77.83,76.55,523.61,294.2,218.53,178.8,104.61
12/23/2016 15:30:00,494.23,1141.33,173.81,396.88,467.1,,601.2,53.65,661.68,,593.13,228.95,438.1,711.75,249.15,808.95,1062,524.08,,,623.5,2998.55,582.3,1136.4,861.5,336.85,641.13,1445.8,,647.55,789.5,580.36,1415.6,402.9,262.05,55.1,902.15,6621.8,256.07,480.58,104.42,191.35,443.23,80.92,78.65,523.69,311.13,226.05,183.73,105.4
12/30/2016 15:30:00,505.3,1144.05,172.03,413.98,488.9,,616.5,56.3,702.6,,603.1,232.09,449.95,719.7,250.2,842.2,1107.9,578.97,,,630,3060.4,568.8,1179.9,783.7,356.65,658.58,1486.95,,669.3,826.35,602.84,1443.15,430.1,278.15,56.38,904.6,7084.05,263.91,475.78,108.35,202.55,438.43,82.35,78.5,536.12,325.93,237.55,186.88,106.76
1/6/2017 15:30:00,486.13,1182.78,177.92,407.2,469.75,,639.9,59.1,696.08,,596.83,234.68,455.2,716.85,245.9,878.45,1144.05,595.71,,,640.75,3159.15,582.85,1196.5,737.4,379.45,687.95,1512.05,,692.4,833.75,592.99,1447.48,442.55,276.6,61.17,899.15,6861.45,276.04,515.63,115.45,201.3,443.17,82.98,77.5,532.43,328.5,230.4,184.28,106.43
1/13/2017 15:30:00,487.9,1140.7,176.23,425.13,488.5,,634.4,57.6,699.85,,616.25,243.68,472.8,727.75,250.9,900.05,1215.65,603.92,,,653,2979.75,583.4,1187.4,746.2,349.85,666.95,1496.25,,704.45,827.95,589.93,1470,440.8,281.65,61.84,899.35,6734.7,290.35,536.45,117.15,197.3,469.83,84.8,92.6,540.08,356.73,218.77,181.53,116.19
1/20/2017 15:30:00,474.35,1124.65,181.74,419.38,468.65,,631.1,61.45,741.23,,618.17,239.5,450.75,723.05,251.05,907.7,1220.25,612.8,,,641.55,2947.4,577.6,1154.7,714.4,359.2,646.42,1465.35,,698.05,860.45,589.98,1539.15,433.85,275.9,59.94,902.35,6999.45,317.94,498.08,117.45,204.5,465.73,86.27,94.55,508.08,362.57,225.83,196.48,118.45
1/27/2017 15:30:00,471.08,1142.68,179.21,422.1,467.1,,605.9,61.1,736,,645.95,247.27,472.85,785.05,266.45,995.85,1253.35,633.88,,,640.5,2994.55,580.15,1232.55,708.5,362.45,648.92,1492.3,,713.6,855.95,591.42,1551.48,430.2,277.1,59.07,878.9,6978.55,314.6,502.45,128.02,200.95,477.03,90.38,92.85,507.74,381.1,229.83,193.4,123.57
2/3/2017 15:30:00,468.05,1178.9,174.58,415.38,480.45,,598.25,58.3,737.33,,655.53,255.95,490.7,765.3,277.55,1047.35,1303.2,683.99,,,647.25,3144.55,607.9,1265.15,760.35,365.05,657.15,1492,,684.7,849.75,608.85,1615.43,485.75,268.2,58.35,902.7,7000.4,320.05,587.28,129.12,193.65,452.67,89.76,93.8,511.97,362,230.37,190.63,123.43
2/10/2017 15:30:00,484.15,1116.28,171.66,414.2,499.9,,612.5,57.55,745.83,,651.8,256,488.9,778.9,276.35,1055.45,1322.5,726.19,,,655.05,2976.05,579.95,1226,750.1,364.1,625.98,1466.05,,679.3,850.9,617.82,1619.68,518.4,264.6,59.6,890.9,6961.9,325.39,573.15,126.68,194.4,478.43,90.63,96.6,510.24,380.67,222.27,200.38,124.54
2/17/2017 15:30:00,500.05,1198.97,175.97,419.63,503.5,,629.45,54.35,729.55,,688.53,257.27,489.1,796.5,269.35,1089.5,1338.05,737.1,,,675.5,2912.7,593.25,1271.95,748.5,450.05,630.33,1458.7,,664.65,841.25,624.05,1623.88,483.85,265.85,59.69,911.5,6985.2,322.19,534.45,128.42,196,421.87,95.66,94.7,532.7,348.8,217.93,199.85,133.67
2/23/2017 15:30:00,504.43,1203.95,178.26,421.43,503.65,,623.8,54.05,735.88,,697.15,258.64,528.15,810.95,270.45,1068.2,1340.75,769.44,,,674.55,2887.4,592.4,1323.6,749.55,430.7,648.3,1450,,666.25,858.25,638.18,1613.5,504.85,269.55,57.9,893.2,7051,326.37,538.13,128.37,193.05,415.57,97.04,94.05,585.82,342.03,222.43,197.03,132.03
3/3/2017 15:30:00,515.6,1240.9,182.29,426.45,503.7,,640.8,53.3,739.75,,688.5,250.86,512.9,809.5,265.05,1046.25,1299.2,752.35,,,686.45,2871.1,588.6,1246.4,758.5,431.15,671.68,1476.1,,674.9,877.15,618.96,1548.38,488.65,277.25,55.23,910.35,7024.1,338.49,518.48,125.02,191.6,428.07,97.55,103.7,623.37,342.23,222.93,189.23,138.09
3/10/2017 15:30:00,510.93,1247.03,185.19,423.18,475.8,,613.95,50.65,716.5,,700.05,245.95,515.9,828.9,272.05,1094.5,1335.75,765.21,,,682.95,2715.85,589.1,1205.55,761.3,437.9,663.83,1447.1,,652.5,875.2,613.17,1561.25,492.95,273.4,53.01,946.1,6742.7,367.18,498.45,124.15,190,433.13,94.56,105.75,634.81,345.4,222.7,196.45,147.23
3/17/2017 15:30:00,520.15,1271.13,182.64,432.88,484.25,,637.9,52.3,758.6,,712.93,255.09,517.15,848.25,274.15,1159.3,1383.55,793.82,,,707.5,2736.25,597.3,1216.2,763.8,443.65,723.45,1456.55,,687.55,902.55,622.21,1623.78,504.05,278.1,52.73,988.9,6802.15,383.7,527.42,125.28,191.9,433.23,93.79,108.55,644.24,350.43,221.87,198.33,153.75
3/24/2017 15:30:00,515.7,1262.88,189.09,436.53,474.15,,602.5,50.3,752.53,,712.18,249.77,489.35,879.35,276.5,1177.05,1389.55,825.87,,,703.9,2628.35,593.95,1178.5,623.45,445.5,704.23,1487.8,,688.8,900.2,635.26,1649.08,492.65,281.3,55.99,979.9,6924,371.39,511.6,124.23,185,450.23,95.33,117.4,637.33,357.2,222.53,201.58,154.7
3/31/2017 15:30:00,511.13,1213.6,192.47,437.38,459.15,,595.7,48.3,732.45,,721.28,251.68,490.8,872.2,293.4,1171.1,1425.15,819.68,,,688.15,2632.35,592.95,1165.15,623.85,442,776.3,1445.2,,675.2,911.75,668.07,1687,505.2,277.35,59.99,995.5,7592.15,372.23,532.17,129.02,186.4,487.4,94.24,116.85,654.25,372.8,223.33,204.3,162.84
4/7/2017 15:30:00,490.78,1215.9,193.39,424.65,443.2,,569.5,50.5,767.88,,719.43,252.14,504.2,873.1,289.45,1201.6,1412.2,845.24,,,665.95,2661.35,590,1162.1,622.05,455.45,727.6,1410.05,,658.05,924.5,661.97,1678.73,531.15,282.4,63.04,1011.25,7354.7,389.04,517.05,132.45,184.8,477.2,96.66,145.95,696.7,371.4,223.2,212.23,166.15
